userid,movieid,tagid,timestamp
13216,2774,950,"2006-09-29 19:04:45"
13222,1114,164,"2006-01-28 19:07:05"
13222,1945,1126,"2006-01-28 19:08:02"
13230,6829,164,"2006-01-28 20:48:32"
13230,8741,164,"2006-01-28 20:48:02"
13233,336,201,"2006-01-29 09:44:14"
13257,9282,3916,"2006-01-29 02:02:58"
13266,298,2141,"2006-01-29 02:47:32"
13266,1018,3917,"2006-01-29 02:50:04"
13266,1069,19,"2006-01-29 02:49:51"
13283,3955,3362,"2006-12-27 16:50:18"
13283,9439,3918,"2006-12-27 18:55:45"
13296,3240,141,"2006-10-22 21:25:57"
13296,9263,2269,"2006-12-08 08:14:17"
13296,9476,2269,"2006-12-08 08:13:38"
13318,25,3919,"2008-07-21 02:44:20"
13318,9282,614,"2006-09-03 04:49:51"
13346,8930,3920,"2006-08-13 04:39:51"
13376,9737,686,"2006-12-31 09:01:58"
13396,9114,3445,"2006-01-13 09:26:29"
13397,4241,2909,"2006-01-29 16:17:13"
13403,3168,746,"2008-01-29 13:26:13"
13403,3440,19,"2006-02-09 08:33:41"
13403,3609,19,"2006-02-09 08:50:30"
13403,5364,417,"2006-02-08 17:04:53"
13403,6266,417,"2006-02-07 16:15:47"
13403,6428,19,"2006-01-30 04:28:41"
13403,6642,215,"2006-02-07 16:08:15"
13403,7755,623,"2006-01-29 18:15:33"
13403,8108,19,"2006-01-31 10:51:23"
13403,8246,3921,"2006-02-07 15:57:44"
13403,8267,2094,"2006-01-31 10:54:59"
13403,8772,323,"2006-02-09 08:54:18"
13403,8777,215,"2006-02-07 15:55:52"
13403,8779,2155,"2006-02-07 16:19:55"
13403,8786,2556,"2006-02-07 15:54:59"
13403,9096,942,"2006-01-31 10:53:14"
13403,9147,19,"2006-02-07 16:23:13"
13403,9154,19,"2006-02-07 16:28:17"
13403,9336,623,"2006-01-29 18:11:11"
13403,9364,663,"2006-01-29 18:12:08"
13403,9382,417,"2006-02-09 08:32:13"
13403,9942,623,"2008-01-29 13:27:41"
13436,5368,3922,"2006-02-19 16:06:47"
13454,1373,978,"2006-01-29 21:11:47"
13454,4764,686,"2006-01-29 21:13:44"
13454,6119,464,"2006-01-29 20:59:51"
13454,6278,155,"2006-01-29 21:00:02"
13454,9180,2427,"2006-01-29 21:17:49"
13454,9336,3924,"2006-01-29 21:16:08"
13454,9339,871,"2006-01-29 21:16:22"
13469,9336,3925,"2006-02-19 12:43:59"
13472,2238,3926,"2006-01-29 21:43:12"
13472,6428,3927,"2006-01-29 21:43:26"
13480,531,3928,"2006-02-19 21:24:35"
13480,552,3929,"2006-02-19 21:35:13"
13480,3275,2514,"2006-02-19 21:24:54"
13480,6512,3930,"2006-02-19 21:40:41"
13480,6721,3931,"2006-02-19 21:46:02"
13480,7861,3932,"2006-02-19 21:44:41"
13515,524,464,"2006-01-30 03:30:20"
13515,1170,469,"2006-01-30 03:33:30"
13515,1179,3933,"2006-01-30 03:38:36"
13515,1182,3934,"2006-01-30 03:38:50"
13515,2913,1072,"2006-01-30 03:18:08"
13515,3349,3935,"2006-01-30 03:29:06"
13515,4135,554,"2006-01-30 03:31:41"
13515,4915,3936,"2006-01-30 03:25:55"
13515,6676,1072,"2006-01-30 03:24:23"
13515,8777,3937,"2006-01-30 03:23:03"
13531,197,1087,"2006-01-30 05:47:46"
13531,1366,3938,"2006-01-30 05:48:30"
13531,2246,220,"2006-01-30 05:47:11"
13531,9282,2341,"2006-01-30 05:51:36"
13531,9357,220,"2006-01-30 05:52:13"
13561,3751,3939,"2006-12-28 13:28:40"
13561,3858,3940,"2006-12-28 11:20:13"
13595,9377,2289,"2006-01-14 16:46:24"
13614,895,763,"2007-03-04 11:46:24"
13614,1158,3941,"2007-02-27 18:07:45"
13614,2097,3942,"2007-03-05 15:46:05"
13614,3539,2691,"2007-03-20 13:24:47"
13614,5812,3943,"2007-02-17 12:16:11"
13614,6741,2060,"2007-03-15 05:35:32"
13614,9540,2228,"2007-04-13 10:08:16"
13656,563,3944,"2008-03-26 02:01:21"
13688,1172,2873,"2006-01-30 15:48:01"
13688,2219,3945,"2006-01-30 15:47:11"
13694,244,315,"2008-08-04 14:48:08"
13694,738,215,"2008-08-04 14:46:24"
13694,886,215,"2008-08-04 14:45:32"
13694,907,215,"2008-08-04 14:46:08"
13694,1170,215,"2008-08-04 14:47:03"
13694,1180,3946,"2008-08-04 14:46:43"
13694,1204,2138,"2008-08-04 14:46:00"
13694,3098,3946,"2008-08-22 08:22:27"
13694,7214,3946,"2008-08-04 14:47:06"
13695,6527,3947,"2007-10-24 14:10:04"
13701,5520,909,"2006-07-22 16:09:21"
13701,9181,230,"2006-01-27 11:03:31"
13701,9282,3452,"2006-03-21 12:49:59"
13701,9329,798,"2006-01-27 11:00:16"
13701,9364,663,"2006-01-27 11:01:54"
13716,524,3948,"2006-01-30 19:45:32"
13716,883,3948,"2006-01-30 19:45:53"
13716,896,3948,"2006-01-30 19:43:14"
13716,904,3948,"2006-01-30 19:43:55"
13716,907,3948,"2006-01-30 19:42:46"
13716,1180,3948,"2006-01-30 19:44:19"
13716,1862,3948,"2006-01-30 19:45:13"
13716,9180,2727,"2006-01-30 17:31:15"
13726,171,3949,"2008-08-24 09:02:37"
13726,197,3949,"2008-08-24 09:02:09"
13726,538,3949,"2008-08-24 09:03:43"
13781,1218,2590,"2008-01-08 21:46:55"
13781,3936,2590,"2008-01-08 21:47:31"
13815,529,958,"2007-05-22 14:26:01"
13821,5377,686,"2008-05-30 19:40:00"
13821,10067,2743,"2008-12-02 06:39:30"
13880,10296,2918,"2008-08-25 18:53:52"
13890,908,3950,"2006-02-21 23:11:33"
13890,3009,3951,"2006-01-15 09:14:57"
13890,3162,3952,"2006-03-06 12:42:24"
13897,7,849,"2006-01-31 11:14:39"
13897,1662,323,"2006-01-31 11:15:41"
13897,1864,215,"2006-02-01 17:06:44"
13897,2323,19,"2006-01-31 11:14:24"
13914,251,3953,"2006-01-31 16:33:04"
13914,738,464,"2006-01-31 16:31:29"
13914,773,3954,"2006-01-31 11:54:45"
13914,1068,2872,"2006-01-31 16:25:49"
13914,1069,3955,"2006-01-31 16:26:21"
13914,1170,469,"2006-01-31 11:41:42"
13914,1597,554,"2006-01-31 16:22:32"
13914,1840,505,"2006-01-31 16:22:04"
13916,1170,3956,"2006-02-17 13:53:05"
13937,8246,1110,"2006-12-29 14:54:33"
13938,1690,2597,"2008-09-27 12:33:03"
13938,2181,2189,"2008-08-31 19:42:09"
13938,9761,905,"2008-09-15 07:27:03"
13970,4626,417,"2006-02-06 16:10:49"
14029,1182,3957,"2007-02-18 16:58:33"
14029,9364,3958,"2006-01-22 22:47:46"
14029,10540,541,"2008-12-22 08:33:04"
14070,1182,2922,"2008-08-25 16:19:01"
14070,9633,312,"2008-08-25 16:51:13"
14095,9506,445,"2006-05-22 13:00:55"
14099,1243,1028,"2006-04-10 18:15:09"
14099,3942,800,"2006-05-15 14:40:30"
14144,8979,3959,"2006-01-14 09:35:17"
14144,9282,3960,"2006-01-15 21:22:27"
14149,1392,529,"2008-08-26 08:21:09"
14160,39,3961,"2006-01-31 22:48:58"
14160,251,3962,"2006-01-31 23:08:32"
14160,792,2964,"2006-01-31 22:53:06"
14160,1068,2865,"2006-01-31 22:54:17"
14160,1542,2964,"2006-01-31 22:52:38"
14160,1670,2865,"2006-01-31 22:53:41"
14160,2756,3963,"2006-01-31 22:50:25"
14160,5253,3964,"2006-01-31 23:01:43"
14160,5572,3965,"2006-02-14 23:31:06"
14160,6266,2964,"2006-01-31 22:58:56"
14160,6763,145,"2006-01-31 22:59:31"
14160,7172,3966,"2006-01-31 22:58:10"
14160,7309,2865,"2006-01-31 22:59:52"
14160,7753,3967,"2006-03-11 22:34:56"
14160,8979,3964,"2006-01-31 23:02:09"
14160,9076,792,"2006-03-11 22:29:22"
14160,9119,3968,"2006-01-31 23:05:10"
14160,9320,3969,"2006-01-31 23:04:13"
14160,9380,2964,"2006-01-31 23:03:45"
14171,2208,2548,"2007-10-26 16:11:17"
14171,2834,3828,"2007-10-26 16:13:50"
14171,4461,529,"2007-10-26 16:05:14"
14171,4785,829,"2007-10-26 16:09:19"
14171,6428,2003,"2007-10-26 16:08:10"
14171,9534,3970,"2007-10-26 16:07:03"
14171,9898,784,"2007-10-26 16:07:53"
14208,3172,2280,"2006-12-30 07:42:52"
14222,353,777,"2006-07-27 22:02:47"
14222,538,2002,"2006-07-29 21:25:21"
14222,738,776,"2006-10-15 23:37:20"
14222,766,2002,"2007-09-01 15:28:41"
14222,1350,776,"2006-11-07 08:54:07"
14222,1597,777,"2007-11-23 21:39:48"
14222,1878,2002,"2006-07-29 21:24:21"
14222,1926,776,"2008-05-11 18:24:02"
14222,2238,777,"2006-07-29 21:24:09"
14222,2419,2002,"2006-10-15 23:39:23"
14222,2484,777,"2006-08-01 19:25:28"
14222,2774,2002,"2006-07-29 21:25:08"
14222,2834,777,"2006-07-27 22:02:19"
14222,3335,2002,"2006-10-09 20:04:59"
14222,4124,777,"2006-11-07 08:55:40"
14222,4135,2002,"2006-09-30 21:12:55"
14222,4626,2002,"2006-11-07 08:45:12"
14222,4723,777,"2007-11-23 21:41:43"
14222,4785,2002,"2006-07-29 21:21:33"
14222,4870,777,"2006-10-15 23:41:02"
14222,4882,2002,"2007-11-23 21:41:08"
14222,4932,777,"2007-09-01 15:33:33"
14222,5057,2002,"2007-11-23 21:41:59"
14222,5188,2002,"2006-08-01 19:24:03"
14222,5573,2002,"2007-08-25 18:07:32"
14222,5713,2002,"2006-11-07 08:46:16"
14222,5805,2002,"2006-10-15 23:41:41"
14222,6089,2002,"2006-11-07 08:42:43"
14222,6187,777,"2006-08-01 19:25:11"
14222,6270,2574,"2006-10-15 23:36:03"
14222,7180,777,"2006-09-30 21:06:18"
14222,7248,2002,"2006-09-30 21:14:00"
14222,7815,777,"2006-07-29 21:24:34"
14222,7939,777,"2006-10-15 23:42:04"
14222,8166,776,"2006-08-01 19:26:35"
14222,8211,777,"2006-10-15 23:40:08"
14222,8269,776,"2006-10-15 23:41:13"
14222,8734,777,"2006-07-29 21:29:22"
14222,9128,777,"2006-09-30 21:10:13"
14222,9158,2002,"2006-10-15 23:39:51"
14222,9180,777,"2007-09-01 15:32:42"
14222,9222,2002,"2007-08-25 18:04:39"
14222,9225,777,"2006-07-30 11:15:12"
14222,9472,777,"2006-08-01 19:26:18"
14222,9497,2002,"2006-07-30 11:14:09"
14222,9506,777,"2006-11-07 08:45:36"
14222,9508,2002,"2006-07-27 22:03:21"
14222,9521,2574,"2006-11-07 08:43:27"
14222,9528,776,"2006-11-07 08:54:20"
14222,9535,777,"2006-11-07 08:55:26"
14222,9536,2002,"2006-10-01 12:15:00"
14222,9538,777,"2006-11-07 08:54:57"
14222,9554,777,"2006-11-07 08:43:40"
14222,9558,2002,"2006-10-01 12:14:25"
14222,9563,2002,"2006-10-15 23:44:24"
14222,9575,777,"2006-11-07 08:45:52"
14222,9578,777,"2006-11-07 08:55:50"
14222,9603,777,"2006-10-15 23:36:45"
14222,9656,2002,"2006-11-07 08:42:28"
14222,9707,777,"2007-08-25 18:06:35"
14222,9787,2574,"2007-11-23 21:40:09"
14222,9807,2002,"2007-08-25 18:16:14"
14222,9850,2002,"2007-08-25 18:03:10"
14222,9942,777,"2007-11-23 21:40:45"
14239,1264,901,"2006-02-01 08:20:16"
14239,1727,286,"2006-02-01 08:17:18"
14239,4870,498,"2006-02-01 08:17:39"
14239,7934,989,"2006-02-01 08:18:46"
14239,9114,1047,"2006-02-01 08:14:05"
14239,9128,989,"2006-02-01 08:17:32"
14246,1204,871,"2006-02-01 08:10:11"
14280,3618,2797,"2007-01-01 18:55:21"
14292,900,3971,"2007-10-27 00:24:40"
14292,1379,2055,"2007-10-27 00:26:36"
14343,9016,3972,"2006-12-31 00:14:54"
14361,4135,643,"2007-12-31 15:15:54"
14361,10083,64,"2008-01-20 08:47:44"
14423,46,3973,"2006-01-12 15:32:33"
14423,214,3974,"2006-01-12 15:03:49"
14423,1618,2970,"2006-01-12 15:15:55"
14423,1831,3975,"2006-01-12 15:06:41"
14423,1874,3976,"2006-01-12 15:05:15"
14423,1981,2337,"2006-01-12 15:15:37"
14423,2556,3977,"2006-01-12 15:17:12"
14423,2587,3978,"2006-01-12 15:17:24"
14423,2886,3332,"2006-01-12 15:26:48"
14423,3071,307,"2006-01-12 15:16:13"
14423,4135,3979,"2006-01-12 15:18:46"
14423,4148,3980,"2006-01-12 15:31:17"
14423,5350,3981,"2006-01-12 15:19:09"
14423,5369,1085,"2006-01-12 15:22:37"
14423,5694,3982,"2006-01-12 15:33:52"
14423,5857,1085,"2006-01-12 15:30:34"
14423,6654,883,"2006-01-12 15:12:08"
14423,7258,3984,"2006-01-12 14:58:47"
14423,7344,3985,"2007-07-08 20:19:57"
14423,7815,3986,"2006-01-12 15:11:56"
14423,8248,743,"2006-01-12 15:26:05"
14423,8731,3987,"2006-01-12 15:03:11"
14423,9279,3988,"2006-07-26 13:54:21"
14423,9329,3275,"2006-06-28 15:58:10"
14423,9562,3989,"2007-03-05 16:19:54"
14454,9158,3990,"2006-01-14 22:57:08"
14465,1264,406,"2007-10-27 20:35:10"
14479,10109,3992,"2008-08-29 09:43:09"
14498,4917,1096,"2008-08-29 05:21:18"
14498,5407,2012,"2008-08-29 05:09:24"
14498,6759,107,"2008-08-29 05:18:45"
14531,109,763,"2006-02-02 09:03:48"
14578,4345,3993,"2006-11-16 15:40:44"
14598,895,3994,"2008-12-12 11:01:06"
14598,912,3994,"2008-12-12 11:26:36"
14598,914,3994,"2008-12-12 11:27:12"
14598,915,3994,"2008-12-12 11:26:55"
14598,931,3994,"2008-12-12 11:20:30"
14598,1178,3994,"2008-12-12 11:22:14"
14598,1192,3994,"2008-12-26 08:54:06"
14598,1246,3994,"2008-12-18 06:53:43"
14598,1583,3994,"2008-12-12 10:34:06"
14598,1806,3994,"2008-12-12 10:58:02"
14598,1858,3994,"2008-12-12 11:09:07"
14598,2265,3994,"2008-12-12 10:49:06"
14598,2266,3994,"2008-12-12 11:17:36"
14598,2312,3994,"2008-12-12 11:05:02"
14598,2405,3994,"2008-12-12 11:01:24"
14598,2468,3994,"2008-12-12 10:49:33"
14598,2644,3994,"2008-12-12 11:16:55"
14598,2852,3994,"2008-12-12 11:21:54"
14598,2884,3994,"2008-12-12 10:54:38"
14598,2901,3994,"2008-12-12 10:50:11"
14598,3254,3994,"2008-12-12 11:00:11"
14598,3259,3994,"2008-12-12 11:07:53"
14598,3338,3994,"2008-12-12 11:14:08"
14598,3375,3994,"2008-12-12 10:57:00"
14598,3539,3994,"2008-12-12 11:04:23"
14598,3651,3994,"2008-12-18 06:55:05"
14598,3943,3994,"2008-12-18 06:49:04"
14598,4327,3994,"2008-12-09 07:56:13"
14598,4341,3994,"2008-12-12 11:13:19"
14598,4513,3994,"2008-12-12 11:22:34"
14598,4595,3994,"2008-12-12 11:22:54"
14598,5093,3994,"2008-12-18 06:52:52"
14598,5163,3994,"2008-12-18 06:49:32"
14598,5508,3994,"2008-12-18 06:52:18"
14598,5833,3994,"2008-12-26 08:53:05"
14598,5838,3994,"2009-01-02 21:03:15"
14598,6049,3994,"2009-01-02 21:04:43"
14598,7222,3994,"2008-12-26 08:50:36"
14598,7341,3994,"2008-12-12 11:15:04"
14598,7378,3994,"2008-12-12 10:49:49"
14598,7581,3994,"2008-12-18 06:54:08"
14598,7645,3994,"2008-12-12 10:48:43"
14598,7746,3994,"2008-12-12 10:52:56"
14598,8037,3994,"2009-01-02 22:30:08"
14598,8095,3994,"2008-12-12 11:23:11"
14598,8381,3994,"2008-12-12 10:52:33"
14598,8518,3994,"2008-12-12 10:35:59"
14598,8911,3994,"2008-12-09 09:03:38"
14598,9235,3994,"2008-12-12 11:24:24"
14598,9470,3994,"2008-12-12 10:53:15"
14598,9564,3994,"2008-12-26 08:53:48"
14598,10372,3994,"2008-12-12 10:32:30"
14599,603,3995,"2007-11-26 12:22:36"
14599,1218,3996,"2007-12-17 11:28:06"
14599,1458,2241,"2007-12-01 22:55:33"
14599,3338,3997,"2007-11-13 16:18:55"
14599,7143,3998,"2007-11-25 23:46:46"
14599,7248,2145,"2007-11-13 16:19:07"
14599,8207,3999,"2007-11-13 16:20:56"
14599,8753,725,"2007-11-06 03:20:51"
14599,8777,3036,"2007-11-13 16:20:29"
14599,9508,4000,"2007-12-13 14:23:22"
14599,9598,3038,"2007-11-13 16:20:10"
14599,9682,2482,"2007-11-13 16:41:19"
14599,9707,573,"2007-11-13 16:16:32"
14599,10021,4001,"2007-11-06 01:10:57"
14599,10028,2815,"2007-11-13 16:17:42"
14599,10071,4002,"2007-11-27 11:55:40"
14599,10109,4003,"2008-01-05 10:35:31"
14614,1172,2556,"2007-11-20 11:25:52"
14614,2283,2556,"2007-11-20 11:26:40"
14614,2446,2556,"2007-11-20 11:26:07"
14614,2564,2556,"2007-11-20 11:27:03"
14614,3953,2556,"2007-11-20 11:27:53"
14614,7187,2556,"2007-11-20 11:24:20"
14614,7274,2556,"2007-11-20 11:27:31"
14614,7445,2556,"2007-11-20 11:26:47"
14648,245,2690,"2008-09-04 17:17:37"
14648,288,706,"2008-09-04 17:26:04"
14648,339,88,"2008-09-04 18:03:29"
14648,538,778,"2008-09-01 02:32:50"
14648,1228,706,"2008-09-04 17:29:02"
14648,1519,3458,"2008-09-04 18:13:56"
14648,2190,3016,"2008-09-04 19:15:07"
14648,3343,3345,"2008-09-04 17:57:07"
14648,3395,3349,"2008-09-04 18:01:14"
14648,3663,3345,"2008-09-04 17:57:10"
14648,4163,88,"2008-09-04 18:04:06"
14648,4532,2690,"2008-09-04 17:18:07"
14648,5350,778,"2008-09-01 02:09:42"
14648,6278,706,"2008-09-04 17:24:59"
14648,6844,3016,"2008-09-01 02:14:12"
14653,10,2618,"2006-02-24 06:46:22"
14653,438,4004,"2008-10-10 03:44:22"
14653,738,4005,"2006-04-20 09:06:48"
14653,883,4005,"2006-04-21 00:54:42"
14653,887,4005,"2006-04-21 01:07:09"
14653,894,4005,"2006-04-21 00:55:49"
14653,896,4005,"2006-04-20 09:05:35"
14653,904,4005,"2006-04-20 09:07:27"
14653,907,4005,"2006-04-20 09:06:02"
14653,938,4005,"2006-04-21 00:52:49"
14653,1256,4005,"2006-04-20 09:08:00"
14653,1663,2618,"2006-02-24 07:20:31"
14653,1862,4005,"2006-04-21 00:54:14"
14653,2806,4006,"2006-04-15 09:23:01"
14653,2863,2618,"2006-02-24 06:53:58"
14653,2864,2618,"2006-02-24 06:53:47"
14653,2865,2618,"2006-02-24 06:53:27"
14653,2905,2618,"2006-02-24 07:02:11"
14653,2906,2618,"2006-02-24 07:12:21"
14653,2907,2618,"2006-02-24 07:01:43"
14653,2909,2618,"2006-02-24 06:54:39"
14653,2913,2472,"2006-02-13 08:16:02"
14653,3376,4005,"2006-04-20 09:11:39"
14653,3545,2618,"2006-02-24 06:59:48"
14653,3550,2618,"2006-02-24 07:00:12"
14653,3893,2618,"2006-02-24 06:54:28"
14653,5203,2472,"2006-02-13 08:18:46"
14653,5699,2618,"2006-02-24 07:24:36"
14653,5775,2618,"2006-02-24 07:20:18"
14653,5904,2472,"2006-02-13 08:19:21"
14653,6666,4007,"2008-09-27 07:13:29"
14653,7181,4008,"2008-07-07 12:08:20"
14653,7248,2472,"2006-02-13 08:17:35"
14653,7364,2618,"2006-02-24 06:53:07"
14653,7365,2618,"2006-02-24 07:02:47"
14653,7368,2618,"2006-02-24 06:55:22"
14653,7644,4005,"2006-04-21 00:59:29"
14653,8158,97,"2006-03-31 00:14:31"
14653,8274,1096,"2007-01-25 13:27:13"
14653,8744,849,"2008-10-20 07:04:28"
14653,9374,4009,"2007-12-02 14:52:49"
14653,9486,4010,"2008-09-27 06:56:09"
14653,9676,4011,"2008-08-09 14:51:15"
14653,9715,3306,"2008-03-26 04:09:06"
14653,9724,4012,"2007-02-18 10:38:17"
14653,9935,379,"2008-01-09 08:57:35"
14653,10034,4013,"2007-12-23 09:35:45"
14653,10036,4014,"2007-12-23 09:24:53"
14660,1597,554,"2006-02-02 20:28:08"
14679,16,3527,"2007-04-09 15:20:26"
14679,35,3527,"2007-04-09 15:19:43"
14679,244,3527,"2007-04-09 15:18:47"
14679,245,4015,"2007-04-19 18:32:45"
14679,298,3542,"2007-04-06 17:59:30"
14679,334,3542,"2007-04-16 15:10:13"
14679,585,3527,"2007-04-06 18:23:46"
14679,603,3542,"2007-05-22 23:11:33"
14679,788,3527,"2007-04-09 15:19:27"
14679,896,3542,"2007-04-16 15:10:42"
14679,1063,3542,"2007-05-30 16:08:38"
14679,1114,4016,"2007-04-06 18:04:02"
14679,1170,4017,"2008-01-13 21:39:27"
14679,1197,3542,"2007-04-16 15:09:44"
14679,1200,3542,"2007-04-29 18:06:20"
14679,1209,3542,"2007-04-16 15:10:50"
14679,1230,4016,"2007-04-06 18:12:06"
14679,1249,3542,"2007-04-29 10:03:57"
14679,1325,3527,"2007-04-09 15:19:59"
14679,1430,3542,"2007-05-22 23:11:50"
14679,1597,4016,"2007-04-06 18:11:37"
14679,1696,4016,"2007-04-06 18:03:11"
14679,1709,4016,"2007-04-06 18:04:27"
14679,1844,4018,"2008-01-23 16:34:51"
14679,1927,3542,"2007-10-02 10:07:07"
14679,2246,3542,"2007-10-02 10:08:57"
14679,2330,3542,"2008-01-13 21:44:40"
14679,2824,3527,"2007-04-09 15:19:08"
14679,3385,4015,"2007-05-22 23:30:49"
14679,3636,3527,"2007-04-09 15:20:41"
14679,3730,3542,"2007-04-16 15:11:20"
14679,3781,3542,"2007-05-31 17:49:35"
14679,3807,4016,"2007-04-06 18:08:37"
14679,3892,4016,"2007-05-22 23:10:27"
14679,3937,3527,"2007-04-06 18:19:21"
14679,3943,3527,"2007-04-06 18:22:17"
14679,4234,3527,"2008-09-04 15:15:35"
14679,4269,4018,"2008-01-23 16:35:53"
14679,4549,3542,"2007-04-06 17:58:32"
14679,4607,4016,"2007-04-06 18:05:45"
14679,4645,4016,"2007-05-22 23:10:31"
14679,4764,3527,"2008-09-04 15:14:16"
14679,5170,4016,"2007-04-06 18:05:33"
14679,5283,3542,"2007-04-06 18:00:07"
14679,5445,4016,"2007-04-06 18:05:24"
14679,5571,3542,"2007-04-06 18:00:25"
14679,5798,4016,"2007-05-22 23:10:14"
14679,6273,3542,"2007-04-29 18:06:34"
14679,6509,3542,"2007-04-06 18:23:00"
14679,6840,3542,"2007-04-06 18:00:48"
14679,8248,3527,"2007-04-09 15:18:57"
14679,8637,4019,"2008-08-27 18:48:17"
14679,9096,3542,"2007-04-06 18:00:03"
14679,9180,3542,"2007-10-02 10:06:54"
14679,9338,3542,"2007-04-06 18:00:17"
14679,9342,4018,"2008-01-23 16:34:44"
14679,9573,3542,"2007-05-22 23:12:07"
14679,9656,3542,"2007-10-02 10:08:23"
14679,9676,3542,"2007-10-02 10:07:55"
14679,9821,3542,"2008-01-23 16:36:09"
14679,9824,3542,"2007-10-02 10:04:12"
14681,5533,2466,"2007-11-10 12:33:05"
14681,9850,4020,"2007-11-09 16:10:56"
14681,9969,4021,"2007-12-10 14:02:27"
14706,62,875,"2007-01-01 17:57:27"
14706,314,479,"2007-01-01 17:35:48"
14706,354,479,"2007-01-01 17:44:21"
14706,505,763,"2007-01-01 18:04:17"
14706,766,4022,"2007-01-01 18:04:37"
14706,937,2670,"2007-01-01 18:16:52"
14706,1067,479,"2007-01-01 18:30:21"
14706,1153,4023,"2007-01-01 18:36:47"
14706,1209,2456,"2007-01-01 18:39:14"
14706,1232,4024,"2007-01-01 17:54:13"
14706,1519,4025,"2007-01-01 18:24:37"
14706,1840,4026,"2007-01-01 17:50:05"
14706,2341,4027,"2007-01-01 18:30:46"
14706,2387,479,"2007-01-01 18:11:24"
14706,2489,479,"2007-01-01 18:22:46"
14706,2587,4025,"2007-01-01 18:06:47"
14706,2640,4025,"2007-01-01 18:33:05"
14706,3931,4027,"2007-01-01 17:38:38"
14706,3934,4027,"2007-01-01 18:10:34"
14706,4155,479,"2007-01-01 17:51:53"
14706,6119,479,"2007-01-01 18:03:01"
14706,6829,479,"2007-01-01 18:00:40"
14706,7180,4027,"2007-01-01 18:31:10"
14706,8082,4027,"2007-01-01 17:48:44"
14706,8096,4028,"2007-01-01 17:49:28"
14706,8772,763,"2007-01-01 17:47:59"
14706,8779,4029,"2007-01-01 17:56:21"
14706,9158,4027,"2007-01-01 17:53:09"
14706,9285,4030,"2007-01-01 18:12:19"
14706,9460,4031,"2007-01-01 17:56:43"
14706,9707,479,"2007-01-01 17:39:46"
14844,17,574,"2006-02-03 16:50:20"
14844,220,563,"2006-02-09 16:47:14"
14844,1209,1003,"2006-02-04 16:45:45"
14844,7258,80,"2006-02-03 15:33:21"
14844,8207,1108,"2006-02-03 16:52:04"
14844,8726,1108,"2006-06-19 16:02:52"
14844,9338,4032,"2006-02-03 15:34:00"
14895,6947,4033,"2005-12-31 07:28:21"
14895,9285,4034,"2006-01-18 15:22:04"
14910,10101,4035,"2008-04-15 00:12:56"
14911,429,594,"2006-02-04 01:34:37"
14911,7585,163,"2006-02-04 01:37:16"
14918,70,276,"2007-01-03 10:53:36"
14918,89,2003,"2007-01-04 04:19:54"
14918,233,2003,"2007-01-04 04:18:26"
14918,251,2460,"2007-01-04 02:56:02"
14918,334,2003,"2007-01-04 04:18:19"
14918,345,2003,"2007-01-04 04:19:29"
14918,353,2015,"2007-01-04 04:42:20"
14918,538,2423,"2007-01-21 23:01:29"
14918,641,2142,"2007-01-04 04:45:23"
14918,703,2003,"2007-01-04 04:19:38"
14918,1053,3965,"2007-03-03 02:00:29"
14918,1068,4036,"2007-01-04 03:04:06"
14918,1170,4037,"2007-01-04 04:16:16"
14918,1188,2743,"2007-07-30 06:53:07"
14918,1219,2188,"2007-07-19 01:55:25"
14918,1363,2142,"2007-01-04 04:44:59"
14918,1407,2003,"2007-01-04 04:19:16"
14918,1430,2003,"2007-01-04 04:19:41"
14918,1566,2460,"2007-01-04 04:23:27"
14918,1646,4038,"2008-01-16 02:06:07"
14918,1670,2249,"2007-01-03 10:53:24"
14918,1685,887,"2007-01-03 10:48:07"
14918,1755,2675,"2007-01-04 05:04:08"
14918,1993,4039,"2007-06-17 23:01:57"
14918,2148,2158,"2007-01-04 05:06:21"
14918,2208,2155,"2007-01-03 10:51:15"
14918,2522,3672,"2007-01-04 04:56:49"
14918,2628,2421,"2007-01-04 04:45:05"
14918,2968,4040,"2007-01-04 04:27:32"
14918,3076,2812,"2007-01-04 04:28:00"
14918,3102,2187,"2007-01-04 05:02:51"
14918,3395,2425,"2007-01-04 04:55:10"
14918,3493,331,"2007-01-03 10:50:47"
14918,3858,331,"2007-01-03 10:45:58"
14918,3903,2477,"2007-01-03 11:03:23"
14918,3923,2003,"2007-01-04 04:19:33"
14918,3943,331,"2007-01-04 04:55:30"
14918,4057,2159,"2007-01-03 10:35:29"
14918,4148,2003,"2007-01-04 04:19:11"
14918,4585,2015,"2007-01-04 04:43:50"
14918,4607,2187,"2007-01-04 05:01:39"
14918,4772,2003,"2007-01-04 04:19:18"
14918,4870,3059,"2007-01-04 04:52:59"
14918,4882,2142,"2007-01-04 04:44:57"
14918,4922,4041,"2007-07-19 01:58:24"
14918,4987,4042,"2007-01-04 04:48:06"
14918,5034,4043,"2007-01-04 04:23:58"
14918,5171,3140,"2007-03-03 02:10:01"
14918,5350,2142,"2007-01-04 04:44:53"
14918,5407,4044,"2007-01-04 02:55:10"
14918,5533,489,"2007-01-03 10:36:36"
14918,5805,3224,"2007-01-04 05:07:06"
14918,5857,2463,"2007-01-04 03:47:44"
14918,5890,2015,"2007-01-04 04:43:21"
14918,5904,4045,"2007-01-21 23:00:53"
