movieid,actorid,actor_movie_rank
2005,602027,4
2010,2628695,1
2010,2476355,2
2010,3350247,3
2010,3260461,4
2013,2812625,1
2013,2099893,2
2013,2614769,3
2013,2941402,4
2014,1928871,1
2014,1843550,2
2014,3244923,3
2014,516654,4
2016,3890496,1
2016,613737,2
2016,155028,3
2016,3525765,4
2017,925996,1
2017,3061712,2
2017,1324612,3
2017,342494,4
2021,1984702,1
2021,3313242,2
2021,1911062,4
2023,1316664,1
2023,129112,2
2023,2452215,3
2023,3091118,4
2024,2827790,1
2024,86380,2
2024,3914857,3
2024,926333,4
2025,1444419,1
2025,3803249,2
2025,863645,3
2025,3085817,4
2027,1444419,1
2027,3888930,2
2027,1262936,3
2027,1896441,4
2029,832213,1
2029,1208483,2
2029,1444419,3
2029,3375860,4
2032,737113,1
2032,2745846,2
2032,1853601,3
2032,1848202,4
2036,674854,1
2036,993320,2
2036,3067329,3
2036,3736062,4
2037,2399711,1
2037,938435,2
2037,2650662,3
2037,3556290,4
2038,3884336,1
2038,1805074,2
2038,1169991,3
2038,2201715,4
2039,1018793,1
2039,3058426,2
2039,88285,3
2039,751093,4
2040,1905837,1
2040,559958,2
2040,2640083,3
2040,3426642,4
2043,328662,1
2043,2123722,2
2043,959400,3
2043,3042390,4
2044,3033996,1
2044,1909560,2
2044,310985,3
2044,2606389,4
2045,1940383,1
2045,2532241,2
2045,1318812,3
2045,814977,4
2049,3798602,1
2049,315811,2
2049,2065523,3
2049,2865941,4
2050,3713761,1
2050,2707274,2
2050,455472,3
2050,1877697,4
2051,913901,1
2051,3266729,2
2051,1554215,3
2051,1760831,4
2052,941618,1
2052,2910255,2
2052,1648498,3
2052,102497,4
2054,3606372,1
2054,1381961,2
2054,817341,3
2054,45476,4
2055,1040849,1
2055,276577,2
2055,476647,3
2055,185809,4
2061,3614607,1
2061,972438,2
2061,2047584,3
2061,3434037,4
2062,3614607,1
2062,2180579,2
2062,490807,3
2062,3564302,4
2063,674854,1
2063,1367639,2
2063,1477090,3
2063,3425734,4
2066,882272,1
2066,2181628,2
2066,516654,3
2066,1402875,4
2069,455350,1
2069,1441910,2
2069,2538587,3
2069,3762843,4
2071,2642640,1
2071,582866,2
2071,3014781,3
2071,3207820,4
2076,2863760,1
2076,1957478,2
2076,2640977,3
2076,3173995,4
2077,2937064,1
2077,367673,2
2077,3021954,3
2077,219515,4
2081,3461334,1
2081,931515,2
2081,273160,3
2081,3910890,4
2083,2369664,1
2083,3079941,2
2083,1795681,3
2083,452721,4
2084,2149503,1
2084,602906,2
2084,1240418,3
2084,3930738,4
2087,1656833,1
2087,482084,2
2087,3266729,3
2087,3378268,4
2088,2844081,1
2088,1002089,2
2088,3812380,3
2088,397501,4
2093,510036,2
2093,862369,3
2093,2929434,4
2094,2676845,1
2094,566748,2
2094,3067584,3
2094,570774,4
2095,716019,1
2095,741856,2
2095,3274334,3
2095,3360097,4
2096,2176698,1
2096,3620974,2
2096,2379199,3
2096,2886716,4
2097,1649115,1
2097,2593221,2
2097,3190945,3
2097,701120,4
2098,3080423,1
2098,771986,2
2098,451724,3
2098,3258447,4
2102,430382,1
2102,2646056,2
2102,1409563,3
2102,22262,4
2103,862369,1
2103,3630769,2
2103,2413292,3
2103,359599,4
2104,3932391,1
2104,2875940,2
2104,2465341,3
2104,2295043,4
2106,3400439,1
2106,1283621,2
2106,2171845,3
2106,457059,4
2110,1190192,1
2110,3903819,2
2110,530828,3
2110,3350247,4
2113,2354209,1
2113,2046877,2
2113,3623892,3
2113,2160836,4
2117,2662703,1
2117,471233,2
2117,2465341,3
2117,3274418,4
2119,2631507,1
2119,182536,2
2119,2133010,3
2119,2590846,4
2120,3930993,1
2120,471233,2
2120,350803,3
2120,2312022,4
2121,3252274,1
2121,494648,2
2121,1242527,3
2121,162375,4
2122,3300335,1
2122,1571276,2
2122,1884264,3
2122,360359,4
2123,862935,1
2123,2959608,2
2123,932675,3
2123,294390,4
2126,3550330,1
2126,541342,2
2126,1435088,3
2126,1918698,4
2127,3715361,1
2127,1011871,2
2127,2268950,3
2127,1351860,4
2128,2753072,1
2128,1362758,2
2128,818274,3
2128,2525841,4
2148,512455,1
2148,3418106,2
2148,1411574,3
2148,418322,4
2149,2848111,1
2149,3040431,2
2149,983818,3
2149,1538164,4
2153,1472901,2
2153,3169560,3
2153,1811385,4
2154,488684,1
2154,2223796,2
2154,3564177,3
2154,2125863,4
2158,2675322,1
2158,1367639,2
2158,1477090,3
2158,1933207,4
2160,1040887,1
2160,283398,2
2160,3121684,3
2160,1842087,4
2162,737113,1
2162,3894592,2
2162,3035958,3
2162,128645,4
2164,1294122,1
2164,128645,2
2164,909410,3
2164,3916875,4
2165,498837,1
2165,3727941,2
2165,1403899,3
2165,3799426,4
2170,2474536,1
2170,782247,2
2170,2828120,3
2170,3930859,4
2174,490807,1
2174,3425734,2
2174,2446286,3
2174,754005,4
2176,329797,1
2176,237367,2
2176,3066898,3
2176,3159799,4
2178,498837,1
2178,3890313,2
2178,1612349,3
2178,499945,4
2178,839649,4
2179,1367639,1
2179,3425734,2
2179,180319,3
2179,3537518,4
2181,542238,1
2181,1771377,2
2181,3425734,3
2181,109500,4
2182,393735,1
2182,110606,2
2182,342494,3
2182,3425734,4
2186,1888584,1
2186,3425734,2
2186,936871,3
2186,367719,4
2188,2197978,1
2188,2655416,2
2188,1759029,3
2188,794554,4
2190,1321712,1
2190,386263,2
2190,2467415,3
2190,1387170,4
2192,686857,1
2192,1491266,2
2192,2847627,3
2192,799469,4
2195,542238,1
2195,1900518,2
2195,3376252,3
2195,2127822,4
2196,1321092,1
2196,3922863,2
2196,2995302,3
2196,1962015,4
2197,1795681,1
2197,2171865,2
2197,2760669,3
2197,2481971,4
2199,769128,1
2199,3608538,2
2199,2605561,3
2199,1127202,4
2201,2675483,1
2201,1735300,2
2201,2394112,4
2202,1485984,1
2202,2495452,2
2202,2427270,3
2202,3477910,4
2204,2459351,1
2204,900790,2
2204,3898995,3
2204,89039,4
2207,46098,1
2207,3587970,2
2207,3066709,3
2207,2638045,4
2208,565786,1
2208,3651189,2
2208,3909511,3
2208,913901,4
2211,46098,1
2211,110606,2
2211,2630681,3
2211,2827623,4
2214,2474536,1
2214,848349,2
2214,3688385,3
2214,2399711,4
2218,284210,1
2218,559958,2
2218,3174808,3
2218,1226337,4
2219,1782319,1
2219,1388970,2
2219,3820374,3
2219,2458706,4
2220,86388,1
2220,2646029,2
2220,166808,3
2220,2676845,4
2225,1938676,1
2225,1908011,2
2225,3377235,3
2225,1091193,4
2229,1040887,1
2229,3362804,2
2229,3260461,3
2229,248631,4
2231,2494615,1
2231,2473898,2
2231,416498,3
2231,3943839,4
2233,2724050,1
2233,3202684,2
2233,2769513,3
2233,3909511,4
2237,1899945,1
2237,1493948,2
2237,1071648,3
2237,471775,4
2238,1402001,1
2238,3922726,2
2238,1395789,3
2238,2579770,4
2242,1745794,1
2242,115721,2
2242,3580934,3
2242,1074193,4
2245,2498223,1
2245,128741,2
2245,3270990,3
2245,878076,4
2246,1670760,1
2246,769128,2
2246,2830385,3
2246,3287039,4
2248,3121684,1
2248,571873,2
2248,3578353,3
2248,601519,4
2250,1493948,1
2250,752528,2
2250,3596422,3
2250,2841950,4
2253,2679452,1
2253,1982158,2
2253,638822,3
2253,713207,4
2254,1490600,1
2254,1908517,2
2254,129112,3
2254,2798681,4
2255,3092531,1
2255,1839848,2
2255,3480049,3
2255,1792455,4
2257,1808442,1
2257,1014988,2
2257,2961547,3
2257,2436599,4
2259,584191,1
2259,1900383,2
2259,1850196,3
2259,472512,4
2261,2396369,1
2261,1931290,2
2261,2852379,3
2261,962301,4
2262,3009239,1
2262,2396369,2
2262,3914026,3
2262,2635819,4
2265,1698048,1
2265,3894718,2
2265,956543,3
2265,2674932,4
2266,1019772,1
2266,3838859,2
2266,329797,3
2266,446957,4
2270,2147136,1
2270,906691,2
2270,2396369,3
2270,2688955,4
2273,1596137,1
2273,1473084,2
2273,1546924,3
2273,206675,4
2275,3208889,1
2275,1952389,2
2275,741968,3
2275,1853425,4
2278,589143,1
2278,1350774,2
2278,3529821,3
2278,3766269,4
2279,1373718,1
2279,2244461,2
2279,693073,3
2279,2977280,4
2283,3929738,1
2283,88314,2
2283,326292,3
2283,1894053,4
2284,276180,1
2284,881031,2
2284,3253056,3
2284,1875164,4
2285,655692,1
2285,75351,2
2285,1179506,3
2285,3058426,4
2286,2607411,1
2286,3326099,2
2286,1856129,3
2286,228931,4
2288,393735,1
2288,124952,2
2288,3904387,3
2288,1331761,4
2290,2055016,2
2290,3471258,2
2290,2662786,3
2290,2144543,4
2294,1865587,1
2294,719273,2
2294,717276,3
2294,3367302,4
2295,898960,1
2295,2761209,2
2295,121347,3
2295,2138164,4
2296,898960,1
2296,2138164,2
2296,859248,3
2296,2485203,4
2297,898960,1
2297,2138164,2
2297,859248,3
2297,2485203,4
2298,898960,1
2298,2138164,2
2298,2485203,3
2298,859248,4
2299,2138164,1
2299,859248,2
2299,2485203,3
2299,2905797,4
2300,2138164,1
2300,859248,2
2300,2485203,3
2300,2905797,4
2301,3785660,1
2301,485305,2
2301,3759017,3
2301,1957688,4
2304,696069,1
2304,1711029,2
2304,2873867,3
2304,2131839,4
2307,2680988,1
2307,3110893,2
2307,1490600,3
2307,1072359,4
2309,1164513,1
2309,3568607,2
2309,486691,3
2309,14951,4
2310,2196606,1
2310,747003,2
2310,2170568,3
2310,315682,4
2312,2054675,1
2312,1611742,2
2312,3915069,3
2312,367719,4
2313,1982158,1
2313,2467415,2
2313,1682924,3
2313,1499574,4
2315,3487002,1
2315,1761470,2
2315,900790,3
2315,1351321,4
2318,637425,1
2318,1585449,2
2318,3737357,3
2318,1771261,4
2319,2177848,1
2319,482084,2
2319,1629882,3
2319,193456,4
2321,2177848,1
2321,482084,2
2321,538214,3
2321,2142851,4
2323,606633,1
2323,3836531,2
2323,571873,3
2323,1669378,4
2324,55944,1
2324,277808,2
2324,485735,3
2324,563783,4
2325,55944,1
2325,277808,2
2325,2816072,3
2325,485735,4
2326,2177848,1
2326,3711663,2
2326,2524020,3
2326,2434458,4
2327,2177848,1
2327,3711663,2
2327,2524020,3
2327,2434458,4
2328,2177848,1
2328,3711663,2
2328,2524020,3
2328,2434458,4
2329,2177848,1
2329,3711663,2
2329,2524020,3
2329,2177846,4
2330,2706128,1
2330,497768,2
2330,3174808,3
2330,1348940,4
2331,1971726,1
2331,475797,2
2331,3889012,3
2331,986930,4
2333,513977,1
2333,3193014,2
2333,2524020,3
2333,851619,4
2334,3769726,1
2334,1654035,2
2334,515252,3
2334,3754986,4
2336,2938533,1
2336,1984702,2
2336,3927245,3
2336,3677593,4
2341,925996,1
2341,3650577,2
2341,1198397,3
2341,3563320,4
2346,3807179,1
2346,1760831,2
2346,2073569,3
2346,719273,4
2347,3427152,1
2347,1105431,2
2347,88314,3
2347,2525563,4
2348,2474536,1
2348,1355697,2
2348,3564177,3
2348,1002089,4
2349,3619702,1
2349,3670798,2
2349,938435,3
2349,3334713,4
2352,1771377,1
2352,2164669,2
2352,3930859,3
2352,1733191,4
2353,2775710,1
2353,2864964,2
2353,3556171,3
2353,3734298,4
2354,763351,1
2354,1290791,2
2354,3596424,3
2354,2910713,4
2356,1666874,1
2356,3814530,2
2356,1713948,3
2356,2319645,4
2357,2498223,1
2357,3035958,2
2357,1154120,3
2357,3033996,4
2359,3892747,1
2359,3036176,2
2359,746909,3
2359,1590458,4
2360,3161739,1
2360,451724,2
2360,3641958,3
2360,2590186,4
2361,1676463,1
2361,2294375,2
2361,1019772,3
2361,1115744,4
2362,1190192,1
2362,3744158,2
2362,3377444,3
2362,2436957,4
2363,2657985,1
2363,3656070,2
2363,1856129,3
2363,608635,4
2364,2355195,1
2364,2396369,2
2364,2413133,3
2364,1320701,4
2365,2827790,1
2365,129071,2
2365,2223796,3
2365,3508926,4
2367,3811053,1
2367,1118015,2
2367,1929540,3
2367,776767,4
2374,993095,1
2374,490844,2
2374,160469,3
2374,2957495,4
2375,342494,1
2375,1324612,2
2375,1353365,3
2375,1499233,4
2378,3101092,1
2378,738051,2
2378,1533305,4
2380,571873,1
2380,3401158,2
2380,1896830,3
2380,3728508,4
2382,1261353,1
2382,3781932,2
2382,2087085,3
2382,3838086,4
2385,3014781,1
2385,445209,2
2385,2495842,3
2385,3178827,4
2386,3836531,1
2386,328662,2
2386,1538295,3
2386,3093456,4
2387,1003342,1
2387,3228714,2
2387,1509344,3
2387,893545,4
2389,1272415,1
2389,606556,2
2389,629063,3
2389,3731102,4
2392,2039161,1
2392,2596385,2
2392,3855296,3
2392,832310,4
2393,637425,1
2393,3359522,2
2393,1488653,3
2393,894517,4
2394,1669703,1
2394,854439,2
2394,2590913,3
2394,2010036,4
2398,1603616,1
2398,3019945,2
2398,1326519,3
2398,3379271,4
2399,1885565,1
2399,451810,2
2399,1625665,3
2399,2165242,4
2402,1839848,1
2402,2805709,2
2402,1335137,3
2402,2413133,4
2405,324309,1
2405,3705938,2
2405,3360097,3
2405,2614771,4
2408,2997171,1
2408,725106,2
2408,2790039,3
2408,124574,4
2413,752528,1
2413,3718668,2
2413,2411110,3
2413,3746196,4
2414,470697,1
2414,3930859,2
2414,1649115,3
2414,2031030,4
2415,1348940,1
2415,515252,2
2415,3122480,3
2415,3061712,4
2417,3377972,1
2417,2995302,2
2417,2660630,3
2417,3033305,4
2418,901175,1
2418,458558,2
2418,2867197,3
2418,1720523,4
2419,1347304,1
2419,2595895,2
2419,975586,3
2419,1625510,4
2422,328662,1
2422,1795681,2
2422,783171,3
2422,2203799,4
2426,2036953,1
2426,3648407,2
2426,1929015,3
2426,2258944,4
2430,1531954,1
2430,900957,2
2430,2821516,3
2430,872552,4
2434,851619,1
2434,2199698,2
2434,3526644,3
2434,1842087,4
2435,2484657,1
2435,1164513,2
2435,3301528,3
2435,3079969,4
2437,1272415,1
2437,1441857,2
2437,3691682,3
2437,2675322,4
2438,982803,1
2438,2676845,2
2438,1174510,3
2438,2545607,4
2442,740140,1
2442,3613491,2
2442,802222,3
2442,1076750,4
2444,298986,1
2444,184520,2
2444,282177,3
2444,152468,4
2445,2522304,1
2445,1123396,2
2445,2567940,3
2445,293306,4
2446,982803,1
2446,1485849,2
2446,3121782,3
2446,678861,4
2447,748694,1
2447,3121782,2
2447,678861,3
2447,3069352,4
2448,1485849,1
2448,27618,2
2448,3831441,3
2448,518090,4
2449,1485849,1
2449,1612039,2
2449,3831441,3
2449,1908011,4
2450,1485849,1
2450,3121782,2
2450,584020,3
2450,3831441,4
2452,982803,1
2452,2989957,2
2452,1174510,3
2452,871798,4
2455,98266,2
2456,542238,1
2456,490844,2
2456,3235344,3
2456,1733191,4
2458,2997171,1
2458,1793283,2
2458,3922726,3
2458,2678332,4
2466,1839848,1
2466,2728381,2
2466,1335137,3
2466,1154477,4
2468,1060304,1
2468,2723392,2
2468,3876075,3
2468,3021443,4
2470,2014318,1
2470,3706961,2
2470,900940,3
2470,1626017,4
2472,3836531,1
2472,1348940,2
2472,2761209,3
2472,1395123,4
2477,1763124,1
2477,353658,2
2477,91040,3
2477,525339,4
2478,637425,1
2478,2427896,2
2478,3058436,3
2478,2498223,4
2480,3373600,1
2480,2078097,2
2480,1811385,3
2480,2423136,4
2483,1491948,1
2483,1648802,2
2483,1793630,3
2483,3713985,4
2484,221523,1
2484,2685610,2
2484,2732230,3
2484,2898730,4
2489,1300636,1
2489,3764560,2
2489,852198,3
2489,3495062,4
2496,2272621,1
2496,952588,2
2496,3648469,3
2496,1666293,4
2498,2639982,1
2498,91040,2
2498,2366764,3
2498,3702720,4
2500,2792692,1
2500,3426176,2
2500,3838451,3
2500,1682598,4
2507,3920933,1
2507,2240402,2
2507,3617835,3
2507,3441836,4
2513,1335137,1
2513,849966,2
2513,3009239,3
2513,3287039,4
2515,498837,1
2515,2284269,2
2515,2679452,3
2515,3161739,4
2516,256094,1
2516,357194,2
2516,314717,3
2516,2637421,4
2517,3274062,1
2517,1290791,2
2517,1008198,3
2517,506840,4
2522,451724,1
2522,3951524,2
2522,1907368,3
2522,1757016,4
2523,2032599,1
2523,870451,2
2523,973302,3
2523,2572909,4
2524,2113255,1
2524,853727,2
2524,2709839,3
2524,3070458,4
2525,3610310,1
2525,2523710,2
2525,3520218,3
2525,1793244,4
2527,3468247,1
2527,1547114,2
2527,998106,3
2527,3203148,4
2529,2818441,1
2529,360359,2
2529,2060736,3
2529,2603016,4
2530,180143,1
2530,3763300,2
2530,3348786,3
2530,2936778,4
2532,2199698,1
2532,3876605,2
2532,2193456,3
2532,2034524,4
2533,166843,1
2533,1227238,2
2533,1682815,3
2533,2466602,4
2545,1639373,1
2545,1490600,2
2545,3563010,3
2545,1349118,4
2556,2898110,1
2556,3677593,2
2556,739569,3
2556,505274,4
2557,266432,1
2557,906691,2
2557,1891780,3
2557,166808,4
2558,906691,1
2558,1891780,2
2558,166808,3
2558,458991,4
2559,1891780,1
2559,1843746,2
2559,458991,3
2559,1479669,4
2560,1891780,1
2560,906691,2
2560,458991,3
2560,1479669,4
2561,1373718,1
2561,2768489,2
2561,1420498,3
2561,763509,4
2562,388122,1
2562,357197,2
2562,3486571,3
2562,102944,4
2563,1152461,1
2563,388122,2
2563,357197,3
2563,3047900,4
2564,431012,1
2564,2789778,2
2564,236629,3
2564,1152461,4
2565,1880037,1
2565,1152461,2
2565,1373718,3
2565,102944,4
2567,3360141,1
2567,1213456,2
2567,102944,3
2567,1373718,4
2569,1728236,1
2569,2579087,2
2569,2596130,3
2569,480167,4
2577,353133,1
2577,3647563,2
2577,611106,3
2577,2033260,4
2580,1477474,1
2580,3932652,2
2580,798277,3
2580,601492,4
2581,1434913,1
2581,3799037,2
2581,498168,3
2581,72141,4
2584,1126538,1
2584,2633457,2
2584,2487168,3
2584,982202,4
2587,3619702,1
2587,863219,2
2587,1475627,3
2587,1050676,4
2592,1014988,1
2592,848349,2
2592,2223796,3
2592,3814564,4
2593,2066332,1
2593,1690346,2
2593,455452,3
2593,455451,4
2597,1480789,1
2597,273879,2
2597,830307,3
2597,2968701,4
2598,3360805,1
2598,2206239,2
2598,3355152,3
2598,1871736,3
2598,3379334,4
2598,1240418,4
2599,1617740,1
2599,3026426,2
2599,2522304,3
2599,2407750,4
2603,225632,1
2603,2792692,2
2603,2893082,3
2603,839717,4
2609,2821516,1
2609,2562736,2
2609,253976,3
2609,872661,4
2610,2015522,1
2610,2563151,2
2610,2196219,3
2610,2172938,4
2613,1848223,1
2613,3036176,2
2613,1252448,2
2613,2127822,3
2615,515252,1
2615,3228423,2
2615,848753,3
2615,2016406,4
2617,2147136,1
2617,1208483,2
2617,265513,3
2617,3076964,4
2618,1309137,1
2618,281628,2
2618,3744158,3
2618,2925777,4
2622,208963,1
2622,1206315,2
2622,1653074,3
2622,3061927,4
2623,276180,1
2623,1929540,2
2623,2828120,3
2623,2844081,4
2625,835328,1
2625,2459301,2
2625,148742,3
2625,1642424,4
2628,488824,1
2628,3202684,2
2628,1817576,3
2628,3610447,4
2629,1846897,1
2629,2959123,2
2629,1811385,3
2629,830670,4
2633,1611742,1
2633,110606,2
2633,3894592,3
2633,1870846,4
2634,2899766,1
2634,2635819,2
2634,3145944,3
2634,3609575,4
2636,281291,1
2636,680245,2
2636,2952163,3
2636,3826054,4
2637,3747838,1
2637,338367,2
2637,1808282,3
2637,203208,4
2639,111588,1
2639,2991322,2
2639,1395789,3
2639,1553282,4
2640,3619702,1
2640,809646,2
2640,2828120,3
2640,653829,4
2641,1817028,1
2641,1817030,2
2641,3093586,3
2641,876573,4
2643,2112778,1
2643,2141476,2
2643,3178883,3
2643,1087093,4
2644,606556,1
2644,1700820,2
2644,3719697,3
2644,1287721,4
2645,1454680,1
2645,3921632,2
2645,3317818,3
2645,434438,4
2646,1685521,1
2646,2661303,2
2646,1399930,3
2646,1244145,4
2652,2112993,1
2652,2837999,2
2653,282678,1
2653,3132689,2
2653,655775,3
2653,2698848,4
2654,3190729,1
2654,3253056,2
2654,3746196,3
2654,2092739,4
2662,2211463,1
2662,1579803,2
2662,3032456,3
2662,790879,4
2666,2182488,1
2666,975770,2
2666,1741225,3
2666,1962446,4
2667,1642580,1
2667,3537518,2
2667,1040849,3
2667,1487900,4
2668,3301528,1
2668,3401158,2
2668,477465,3
2668,1842087,4
2673,3253056,1
2673,3754446,2
2673,2092739,3
2673,312940,4
2675,2899766,1
2675,3914857,2
2675,961205,3
2675,708940,4
2686,1444419,1
2686,1610040,2
2686,3026426,4
2688,67849,1
2688,548436,2
2688,769128,3
2688,1039495,4
2690,2819679,1
2690,2902976,2
2690,2816056,3
2690,3321542,4
2691,585140,1
2691,793409,3
2691,3336575,4
2694,2852379,1
2694,133985,2
2694,1539205,3
2694,351409,4
2695,166843,1
2695,2782846,2
2695,1454680,3
2695,2424309,4
2698,1837965,1
2698,1178702,2
2698,3757528,3
2698,2589078,4
2701,1837965,1
2701,3548934,2
2701,2981052,3
2701,1362758,4
2703,2639982,1
2703,2498223,2
2703,1194841,3
2703,1499233,4
2707,4211,1
2707,276228,2
2707,865338,3
2707,3052444,4
2708,276228,1
2708,314119,2
2708,452403,3
2708,2303246,4
2712,393735,1
2712,3503385,2
2712,1685338,3
2712,1402979,4
2713,925996,1
2713,3537518,2
2713,1353365,3
2713,959400,4
2714,1924551,1
2714,2424309,2
2714,1700216,3
2714,855120,4
2715,1924551,1
2715,1700216,2
2715,2424309,3
2715,3466727,4
2718,817635,1
2718,3544742,2
2718,1983799,3
2718,1129540,4
2721,863219,1
2721,325305,2
2721,3829648,3
2721,2524020,4
2722,3411588,1
2722,3106118,2
2722,2246214,3
2722,2430898,4
2723,2354209,1
2723,2456781,2
2723,3678462,3
2723,193280,4
2724,2354209,1
2724,1376818,2
2724,3882622,3
2724,1686892,4
2726,2620307,1
2726,2707267,2
2726,2616128,3
2726,1080924,4
2731,854439,1
2731,803090,2
2731,2214846,3
2731,2059554,4
2732,854439,1
2732,1036171,2
2732,1429502,3
2732,2035787,4
2737,1509128,1
2737,1932775,2
2737,950347,3
2737,329686,4
2738,451724,1
2738,2700081,2
2738,2466352,3
2738,533870,4
2741,2807822,1
2741,2853311,2
2741,1957372,3
2741,2463656,4
2744,752528,1
2744,3520350,2
2744,1562843,3
2744,1050317,4
2749,2696070,1
2749,106494,2
2749,417481,3
2749,251605,4
2756,2607410,1
2756,322458,2
2756,1843550,3
2756,3301462,4
2757,460261,1
2757,116733,2
2757,2921739,3
2757,2889043,4
2761,998906,1
2761,1533662,2
2761,2436172,3
2761,3535130,4
2763,862935,1
2763,2608493,2
2763,151701,3
2763,3078210,4
2765,116733,1
2765,2950858,2
2765,1411574,3
2765,1422874,4
2766,1436065,1
2766,2469269,2
2766,3121193,3
2766,1900701,4
2767,2938533,1
2767,606556,2
2767,1167048,3
2773,166454,1
2773,70388,2
2773,431020,3
2773,659939,4
2774,2164669,1
2774,2657985,2
2774,2673835,3
2774,188260,4
2775,2500604,1
2775,2441241,2
2775,2034930,3
2775,3320930,4
2776,1292135,1
2776,2480947,2
2776,871885,3
2776,391233,4
2777,470697,1
2777,3568607,2
2777,1895745,3
2777,3334713,4
2780,3620589,1
2780,2036820,2
2780,1166135,3
2780,3321711,4
2783,2023913,1
2783,1864270,2
2783,2647941,3
2783,1485849,4
2786,1888584,1
2786,2959130,2
2786,259416,3
2786,3458580,4
2787,2396369,1
2787,1905837,2
2787,166808,3
2787,476832,4
2788,2267841,1
2788,3411588,2
2788,427541,3
2788,3313969,4
2789,1167048,1
2789,642272,2
2789,322962,3
2789,466536,4
2791,809646,1
2791,2963551,2
2791,724424,3
2791,2444390,4
2793,1890555,1
2793,2596385,2
2793,510940,3
2793,1103863,4
2797,1121265,1
2797,3169560,2
2797,2441252,3
2797,270379,4
2798,2474536,1
2798,3797923,2
2798,3128294,3
2798,323320,4
2799,547119,1
2799,2844081,2
2799,1303401,3
2799,3927245,4
2803,1941809,1
2803,455857,2
2803,1803989,3
2803,939994,4
2804,3070317,1
2804,875071,2
2804,445209,3
2804,1523942,4
2805,487944,1
2805,111588,2
2805,3373644,3
2805,1905837,4
2806,431226,1
2806,2408326,2
2806,1049512,3
2806,1122148,4
2807,2532241,1
2807,1670448,2
2807,1395789,3
2807,3882622,4
2810,2895342,1
2810,2213465,2
2810,194000,3
2810,2108683,4
2811,606633,1
2811,803387,2
2811,1105309,3
2811,2454222,4
2812,1005017,1
2812,2461633,2
2812,3646626,3
2812,1685498,4
2815,2891236,1
2815,1965147,2
2816,172758,1
2816,1736634,2
2816,3383660,3
2816,3852879,4
2817,128636,1
2817,2283894,2
2817,136395,3
2817,3279976,4
2818,1777583,1
2818,3403858,2
2818,3815456,3
2818,1353365,4
2819,1777583,1
2819,3677593,2
2819,684898,3
2819,3366843,4
2820,785087,1
2820,3276121,2
2820,175825,3
2820,675864,4
2822,737113,1
2822,3688730,2
2822,630676,3
2822,3120951,4
2823,3702720,1
2823,708940,2
2823,3085282,3
2823,2471462,4
2824,3781744,1
2824,3699512,2
2824,2026408,3
2824,2078186,4
2831,488824,1
2831,2852379,2
2831,1737482,3
2831,1457841,4
2832,2055016,1
2832,3814271,2
2832,3767161,3
2832,476832,4
2833,1040887,1
2833,3836531,2
2833,482084,3
2833,516826,4
2834,281291,1
2834,1976423,2
2834,3670462,3
2834,1118015,4
2837,637425,1
2837,2682296,2
2837,3096066,3
2837,1987863,4
2838,637425,1
2838,3762328,2
2838,172854,3
2838,993320,4
2842,241922,1
2842,2716387,2
2842,589143,3
2842,3069722,4
2845,166843,1
2845,3190729,2
2845,980651,3
2845,1228221,4
2848,809646,1
2848,2562775,2
2848,2092739,3
2848,3340364,4
2852,1482199,1
2852,3247550,2
2852,2427275,3
2852,560499,4
2855,3421698,1
2855,471233,2
2855,3540715,3
2855,2102771,4
2856,3078210,1
2856,737085,2
2856,1395540,3
2856,333592,4
2857,270573,1
2857,2995458,2
2857,1178702,3
2857,2418073,4
2858,2647481,1
2858,1671991,2
2858,3726158,3
2858,3160498,4
2859,2865083,1
2859,1776928,2
2859,3545029,3
2859,2514518,4
2862,166454,1
2862,1494970,2
2862,2711434,3
2862,2170588,4
2863,451724,1
2863,2677484,2
2863,763880,3
2863,2906154,4
2864,451724,1
2864,2670310,2
2864,87083,3
2864,3277157,4
2865,451724,1
2865,2592867,2
2865,2487347,3
2865,1361374,4
2869,493309,1
2869,1782319,2
2869,2191983,3
2869,3486907,4
2871,1174860,1
2871,2329160,2
2871,1030614,3
2871,1599364,4
2872,189892,1
2872,3628502,2
2872,2700081,3
2872,1707502,4
2874,3596042,1
2874,3649062,1
2874,2650596,2
2874,3041833,3
2874,1002475,4
2878,24810,1
2878,3040600,2
2878,1764059,3
2878,2997472,4
2880,272274,1
2880,722050,2
2880,3699512,3
2880,981928,4
2884,428509,1
2884,451724,2
2884,2902483,3
2884,3083734,4
2886,1198941,1
2886,2747017,2
2886,1325336,3
2886,764961,4
2887,2039161,1
2887,3253056,2
2887,3513271,3
2887,3601062,4
2889,196730,1
2889,1273155,2
2889,2682194,3
2889,3639449,4
2892,328662,1
2892,2607410,2
2892,848753,3
2892,1907368,4
2894,1780703,1
2894,2741501,2
2894,1483828,3
2894,1811385,4
2895,1291983,1
2895,3438836,2
2895,64039,3
2895,1426842,4
2901,2444074,1
2901,2580118,2
2901,1684226,3
2901,476832,4
2902,832310,1
2902,2644846,1
2902,1391126,2
2902,3003108,3
2902,1056456,4
2904,1928871,1
2904,1295745,2
2904,2776424,3
2904,3757998,4
2905,1576231,1
2905,2696070,2
2905,2302181,3
2905,3159573,4
2906,510906,1
2906,3308579,2
2906,522817,3
2906,3744787,4
2907,1576231,1
2907,1230456,2
2907,3700106,3
2907,1079831,4
2909,451724,1
2909,2615026,2
