tagId,tag
2911,"love lt. dan"
2912,"great war depiction"
2913,"good directing by denzel"
2914,"crowe did it again"
2915,"keira is awesome and so is her man"
2916,"love krum"
2917,"jp is great"
2918,"action packed"
2919,dsfd
2920,"Below R"
2921,"Sean Connery was the best part"
2922,"want to see again"
2923,dreadful
2924,MNM
2925,own
2926,"without Martha"
2927,"food for thought"
2928,Knoll
2929,alone
2930,Seth
2931,Kate
2932,Ari
2933,Darrin
2934,Zim
2935,Pete
2936,Gmack
2937,Phil
2938,Mom
2939,Tracy
2940,ScottLemieux
2941,Stephanie
2942,Brookenthal
2943,Lisa
2944,Pat
2945,Native
2946,"David Lynch"
2947,"Luis Bunuel"
2948,"Good Comedy"
2949,Antichrist
2950,"Best of the Genre"
2951,"Raymond Carver stories"
2952,dating
2953,"race relations"
2954,"Jack Lemmon"
2955,Soderbergh
2956,Newman/Redford
2957,misogyny
2958,"Funniest Action Movie Ever"
2959,unforgetable
2960,"Oscar Nominee: Best Screenplay"
2961,Mamet
2962,Crowe
2963,setting:Paris
2964,"jennifer aniston"
2965,albino
2966,salesmen
2967,"if you build it they will come"
2968,agent
2969,airplane
2970,Amish
2971,Garth
2972,"record store"
2973,vacation
2974,wilson
2975,"male models"
2976,dutch
2977,"Johnny Cash"
2978,"genetic selection"
2979,"racist rubbish"
2980,"trying to be fight club"
2981,"Rame euy"
2982,"Polish movie"
2983,"Pierce Brosnan"
2984,"wes craven thriller"
2985,"sort of boring despite fab Lauren"
2986,lurid
2987,mystic&violence
2988,"Kevin Costner"
2990,"Didn't finish"
2991,Well-acted.
2992,BORING!
2993,"american idiocy"
2994,shoa
2995,pacifist
2996,"Best Of the Brosnon Bonds"
2997,Shit!!
2998,"not terrible"
2999,"piss funny"
3001,"stinking heap of shit"
3002,"Greg Kinnear"
3003,"Elijah Wood"
3004,"own it"
3005,"James Spader"
3006,"Aidan Gillen"
3007,"Robert Downey Jr."
3008,"Edward Furlong"
3009,"Owen Wilson"
3010,"Rufus Sewell"
3011,"Jeremy Irons"
3012,"Stuart Townsend"
3013,"Jude Law"
3014,"Adrien Brody"
3015,"Rita Moreno"
3016,"surprisingly funny"
3017,"Jonathan Rhys Meyers"
3018,Italian
3019,"Paul Bettany"
3020,"Rupert Everett"
3021,"Kenneth Branagh"
3022,"Jason Isaacs"
3023,"Adrian Brody"
3024,"Hugh Dancy"
3025,"Joseph Gordon-Levitt"
3026,"Hugh Jackman"
3027,"Ryan Phillippe"
3028,"Matthew Broderick"
3029,Biblical
3030,"Justin Timberlake"
3031,"Ioan Gruffudd"
3032,"James McAvoy"
3033,"Justin Kirk"
3034,"Adam Brody"
3035,"Rupert Grint"
3036,"Don Cheadle"
3037,"Daniel Radcliffe"
3038,"Ryan Gosling"
3039,"Chiwetel Ejiofor"
3040,"Drew Goddard"
3041,"Ryan Philippe"
3042,neo-noir
3043,schwarzenegger
3044,spielberg/lucas
3045,"astaire/kelly musical"
3046,"head movie"
3047,screwball
3048,"x-mas movie"
3049,"man vs. beast"
3050,"message picture"
3051,"boxing drama"
3052,hitchcockian
3053,"costume drama"
3054,camp
3055,"Heath Ledger"
3056,"Disappointing from two geniuses"
3057,apocalypse
3058,"alone in the world"
3059,"George Clooney"
3060,"childhood fav"
3061,"its a full comedy movie"
3062,rated-G
3063,rated-R
3064,rated-PG
3065,rated-PG-13
3066,"Jane Fonda"
3067,"For children"
3068,"Not my kind of comedy"
3069,"One of my favorites"
3071,"very dumb"
3072,"let the other two Beverly Hills Cops down"
3073,"one of the best"
3074,"Very sweet but too childish"
3075,"not a very inteligent comedy film"
3076,"Good in the 80s"
3077,"The film about the highschool guy who gets everything his own way"
3078,"Good but a bit too bloody for me"
3079,"A bit stupid"
3080,"Showing off C.G. limitations"
3081,"non-sci-fi types will flame it. What else is new."
3082,"Shine On by needtobreathe"
3083,virginity
3084,"Peter O'Toole"
3085,Journalist
3086,"Unreal dialogue"
3087,"Jesus dances with Buddha"
3088,"Ray Liotta"
3089,"Zach Braff"
3090,aeroplane
3091,"seen at the cinema"
3092,"king prawn"
3093,"Whoopi Goldberg"
3094,choir
3095,"road kill"
3096,time
3097,elegant
3098,"Gia Carides"
3099,forceful
3100,"sad but much good"
3101,"drew barrymore"
3102,"hysterical in a quirky way"
3103,cross-dressing
3104,wonderful
3105,"radio DJ"
3106,"Polly Shore"
3107,"Liam Neeson"
3108,"Ashley Judd"
3109,"John Leguizamo"
3110,"Shirley McClaine"
3111,"Bruce Campbell"
3112,"Fred Astaire"
3113,"Clark Gable"
3114,"Ingrid Bergman"
3115,"Cary Grant"
3116,"William Holden"
3117,"Highly quotable"
3118,"Holocaust film"
3119,"James Stewart"
3120,"Katherine Hepburn"
3121,"Christopher Lloyd"
3122,"Julie Andrews"
3123,"Warren Beatty"
3124,"Cult Classic"
3125,"Robert Zemeckis"
3126,"Grace Kelly"
3127,"Edward James Olmos"
3128,"Uma Thurman"
3129,"Leslie Neilsen"
3130,"John Landis"
3131,"German expressionism"
3132,"Albert Brooks"
3133,"Based on a novel"
3134,"Ed Wood"
3135,"Stop-motion special effects"
3136,"Julia Stiles"
3137,"Seth Green"
3138,"Richard Gere"
3139,"Brendan Fraiser"
3140,"Jodie Foster"
3141,"Preston Sturges"
3142,Cher
3143,"Ben Foster"
3144,"Rita Hayworth"
3145,Rosanne
3146,"Billy Wilder"
3147,"Based on a cartoon"
3148,"Spenser Tracy"
3149,Chaplin
3150,"Gene Kelly"
3151,"Ida Lupino"
3152,"Renee Zellweger"
3153,"Michael J. Fox"
3154,"Rock Hudson"
3155,"Reese Whitherspoon"
3156,"Filmed in Palmdale"
3157,"Chris Kattan"
3158,"Bette Davis"
3159,"Marlene Dietrich"
3160,"Shirley Temple"
3161,"Ronald Reagan"
3162,Crossdressing
3163,"Sam Raimi"
3164,"Barbara Stanwyck"
3165,"Jason Lee"
3166,Latino/Latina
3167,"Queer Cinema"
3168,"Sophia Loren"
3169,"Screwball Comedy"
3170,"Robert Rodriguiz"
3171,"Scott Baio"
3172,"Mae West"
3173,"Humphrey Bogart"
3174,"Kristen Dunst"
3175,"Harold Lloyd"
3176,"Greta Garbo"
3177,"Buster Keaton"
3178,"Jackie Chan"
3179,"Randolph Scott"
3180,"Judy Garland"
3181,"Carol Lombard"
3182,Gladiator
3183,"pizza beer"
3184,puzzling
3185,unpredictable
3186,"I wanted the bad guy to win.  Sean Bean out-Bonds Bond."
3188,"Chloris Leachman is hilarious."
3190,"very good chick flick"
3191,"Wonderful drama!"
3192,"beautifully filmed - a pleasure to watch - the friend I was with said it was even better than the book"
3193,"liz should see"
3194,"chris rock"
3195,composer
3196,"want to see"
3197,"americanized movies"
3198,"Hammer production"
3199,"Hammer Film Productions"
3200,"better than the old version"
3201,Unreal
3202,"psychology and the nature of reality"
3203,happy
3204,"Sergio Leone"
3205,"crazy ass movie"
3206,"bad...but so good...lolz"
3207,<3
3208,"original is better.."
3209,"so amazing"
3210,hutz
3211,ClearPlay
3212,Gross
3213,"Good Oldskool Movie"
3214,Nostaglic
3215,"cheesy but good"
3216,"magic realism"
3217,"beaty contests"
3218,latest
3220,Vietnam
3221,"middle earth"
3222,"Good music"
3223,"busom buddy with a volleyball"
3224,"Christian Bale"
3225,Truth
3226,psychedelic
3227,"Backwards. memory"
3228,"In Netflix queue"
3229,Ozon
3230,Hollywood
3231,alcoholism
3232,teacher
3233,Nun
3234,adoption
3235,"Jekyll and Hyde"
3236,golf
3237,assassination
3238,"generation X"
3239,infertility
3240,Beethoven
3241,Einstein
3242,Enterprise
3243,coma
3244,weddings
3245,spies
3246,"show business"
3247,chess
3248,"C.S. Lewis"
3249,"large cast"
3250,"Empire State Building"
3251,"beat poetry"
3252,"Native Americans"
3253,priest
3254,"Gulf War"
3255,"Bugs Bunny"
3256,"Atomic bomb"
3257,"drug abuse"
3258,Capote
3259,falling
3260,voyeurism
3261,Brooch
3262,"Mount Rushmore"
3263,"men in drag"
3264,"start of a beautiful friendship"
3265,"George Bernard Shaw"
3266,"rich guy - poor girl"
3267,royalty
3268,1900s
3269,Rosebud
3270,"Mrs. DeWinter"
3271,Russia
3272,Shangri-La
3273,"Astaire and Rogers"
3274,homeless
3275,oil
3276,food
3277,nanny
3278,anti-Semitism
3279,Navy
3280,aging
3281,disability
3282,"I am your father"
3283,"space opera"
3284,"Norman Bates"
3285,Salieri
3286,skiing
3287,gunfight
3288,baseball
3289,lawyer
3290,Borg
3291,ex-con
3292,Klingons
3293,whales
3294,Hemingway
3295,"Andrew Lloyd Weber"
3296,Tolstoy
3297,reunion
3298,transplants
3299,"Henry James"
3300,Savannah
3301,ships
3302,Judaism
3303,"Robert Penn Warren"
3304,"coulda been a contender"
3305,Dickens
3306,autism
3307,rasicm
3308,Jason
3309,halloween
3310,Michigan
3311,mermaid
3312,"weather forecaster"
3313,archaeology
3314,demons
3315,"personals ads"
3316,"small towns"
3317,paranoia
3318,"Lloyd Dobbler"
3319,freaks
3320,doctors
3321,stapler
3322,"evil children"
3323,"Shakespeare sort of"
3324,"southern US"
3325,golfing
3326,motherhood
3327,"the Force"
3328,1950s
3329,spiders
3330,slavery
3331,radio
3332,river
3333,nightclub
3334,"dance marathon"
3335,class
3336,"Ichabod Crane"
3337,L.A.
3338,"Andy Kaufman"
3339,nuns
3340,"plastic surgery"
3341,"E.M. Forster"
3342,blind
3343,writing
3344,"Peace Corp"
3345,aardman
3346,Insurance
3347,"Hepburn and Tracy"
3348,factory
3349,"Nick Hornby"
3350,families
3351,rabbi
3352,1920s
3353,"Pee Wee Herman"
3354,diabetes
3355,"Rolling Stone"
3356,Dogs
3357,business
3358,"stand-up comedy"
3359,pageant
3360,bluegrass
3361,movies
3362,Quakers
3363,"von Bulow"
3364,singletons
3365,Union
3366,"Strangers on a Train"
3367,circus
3368,hippies
3369,babies
3370,prodigies
3371,"Loretta Lynn"
3372,Tradition!
3373,psychopaths
3374,Bible
3375,"violence in america"
3376,pudding
3377,"Girl Power"
3378,"salute to Douglas Sirk"
3379,widows/widowers
3380,doll
3381,lions
3382,"Big Brothers"
3383,Titanic
3384,teachers
3385,retro
3386,"They Might Be Giants"
3387,"Ninotchka remake"
3388,Nazis
3389,fugitive
3390,"Dodie Smith"
3391,flood
3392,immigration
3393,FBI
3394,fatherhood
3395,vertriloquism
3396,matchmaker
3397,"Lonesome Polecat"
3398,Watergate
3399,"domestic violence"
3400,werewolf
3401,Thanksgiving
3402,"Rita Hayworth can dance!"
3403,rap
3404,"Cold War"
3405,"Scott Turow"
3406,"cattle drive"
3407,"real estate"
3408,truckers
3409,Grace
3410,"Rogers and Hammerstein"
3411,"Nick and Nora Charles"
3412,"Sundance award winner"
3413,"Van Gogh"
3414,"Anne Boleyn"
3415,Clock
3416,Prince
3417,McDonalds
3418,"Doc Ock"
3419,"Cole Porter"
3420,"Agatha Christie"
3421,stage
3422,gold
3423,"made me cry"
3424,donkey
3425,saints
3426,"roald dahl"
3427,busniess
3428,bears
3429,"06 Oscar Nominated Best Movie - Animation"
3430,Morrow
3431,divertente
3432,netflixq
3433,qube
3434,"Nick Swardson Should Have Been Lead His Timing Was Sic!"
3435,"classic comedy"
3436,"So funny"
3437,Insane
3438,"nothing special"
3439,"perfect movie to watch when having hangover"
3440,"Bill Murray is the comedy king in this great movie"
3441,bodybuilding
3442,"awful movie"
3443,"Every fans must see"
3444,"Worst movie ever!"
3445,"not as good as Beautiful Mind"
3446,"As good as the old"
3447,"Oscar Nom 2007"
3448,"Best one"
3449,noir
3450,"must watch tv show first"
3451,polanski
3452,"Gay Cowboy"
3453,[ok]
3454,"sex drugs and rnr..what more could you want"
3455,"ever heard of columbine"
3456,hulu
3457,"FIOS on demand"
3458,"Julia Roberts"
3459,"Up lifting"
3460,homophobic
3461,"end of the world"
3462,"new version classical"
3463,nice
3464,ambitioned
3465,Moral
3466,"can see 100 times no bore at all"
3467,Kitsch
3468,"movie of its time"
3469,"slow plot"
3470,"very girlish"
3471,"better not see but not so bad after all"
3472,"oh so dramatic!"
3473,"too constructed"
3474,anstrengend
3475,immoral
3476,"rear window clone"
3477,"frustrating to watch"
3478,"based on a comic"
3479,mumblecore
3480,"embarassed to watch"
3481,"I laughed."
3482,"much better than the sequel."
3483,horrible.
3484,"Rob Zombie"
3485,Ninja
3486,"Computer Generated"
3487,OverHyped
3488,"Very stupid"
3489,"Martin Lawrence"
3490,"tom waits"
3491,bmovie
3492,"gross but funny"
3493,capoeira
3494,"Movie I didn't watch to the end"
3495,1980s
3496,"A Very Special Episode of Blossom"
3497,"Malcolm X"
3498,"Gender Issues"
3499,"america porn"
3500,"OMFG ITS A KONSPIRISY!"
3501,"Montgomery Cliff"
3503,"cried their way to the bank"
3504,"ye haw! Ride em cowboy!!!!"
3505,"scifi cult"
3506,"William Shatner"
3507,"Walter Matthau"
3508,"May need to see again"
3509,arnold
3510,"tad overacting"
3511,"not very good."
3512,Burtonesk
3513,"Visual spectacle"
3514,"bit too long"
3515,"Hate Jim Carrey"
3516,"National Film Registry"
3517,library
3518,"Golden Raspberry (Worst Actor)"
3519,"To See"
3520,"taxi driver"
3521,"library vhs"
3522,"Golden Raspberry (Worst Picture)"
3523,gyrocopter
3524,interviews
3525,brothers
3526,amputee
3527,"on dvr"
3528,"Teddy Award"
3529,"clockwork devices"
3530,"mentally impaired"
3531,blindfold
3532,storm
3533,doomsday
3534,diva
3535,"overly sentimental"
3536,spaceships
3537,courtesan
3538,outlaw
3539,rabbits
3540,"Erotic Thriller"
3541,stereotypes
3542,"on computer"
3543,belief
3544,"one day"
3545,"Walpurgis Night"
3546,Gandhi
3547,Argentina
3548,"undercover cop"
3549,"distorted sense of reality"
3550,"author:Leo Tolstoy"
3551,"camera obscura"
3552,"Golden Raspberry (Worst Actress)"
3553,"fashion clothing"
3554,"male prostitute"
3555,spirits
3556,"See: Pom Poko (a.k.a. The Raccoon War) (Heisei tanuki gassen pompoko)"
3557,WITCHCRAFT
3558,mathematics
3559,xenophobia
3560,"partially black and white"
3561,pigs
3562,trailblazing
3563,graveyard
3564,MILF
3565,mask
3566,"RISE AND FALL STORIES"
3567,dreamer
3568,Catholicism
3569,Siam
3570,1960s
3571,"jinxed character(s)"
3572,artists
3573,princess
3574,"Oedipus Complex"
3575,wheelchair
3576,"television show"
3577,accident
3578,"dubious medical experiments"
3579,evacuees
3580,"Joseph Merrick"
3581,"deus ex machina"
3582,"inspired by a real-life person"
3583,"shy person"
3584,"crop circles"
3585,secretary
3586,"female athletes"
3587,"from Kata"
3588,"street children"
3589,pedophile
3590,dentist
3591,"Idi Amin"
3592,"tissue regeneration"
3593,"swimming pool"
3594,"sailing ships"
3595,"The fall of the Berlin wall"
3596,medicine
3597,purposefulness
3598,invisibility
3599,"RZA (composer)"
3600,neighbors
3601,ventriloquist
3602,Delft
3603,Brechtian
3604,"Ray Johnson"
3605,"social control"
3606,cows
3607,"Sexual discovery"
3608,frankenstein
3609,broomstick
3610,adaptation
3611,11-Sep
3612,duality
3613,restaurant
3614,bourgeois
3615,"WRITER'S LIFE"
3616,"less than 300 ratings"
3617,greed
3618,"dubbed in English - horrible!"
3619,"story of one family"
3620,grandparents
3621,PROSTITUTES
3622,"saving face"
3623,2000s
3624,"hot girls!"
3625,"plot goes down like a lead balloon - or a pigeon"
3626,"missing gun"
3627,"based on a computer game"
3629,nonconformity
3630,house
3631,museum
3632,"out of the frying pan into the fire"
3633,"illegal immigration"
3634,1990s
3635,letters
3636,faun
3637,recipe
3638,deformity
3639,"Alzheimer's disease"
3640,gayish
3641,hitchhiker
3642,sheep
3643,"Movielens QuickPick"
3644,UFOS
3645,"Rob Cohen"
3646,unnecessary
3647,"ruined movie with perverted seduction"
3648,"wanted to see action movie not porn"
3649,"Christina Ricci"
3650,"glen close"
3651,"Lindsay Lohan"
3652,eastwood
3653,walken
3654,"Robin W"
3655,"Great Actions"
3656,netflix
3657,amazing
3658,"Classic monster"
3659,tits
3660,"Mike super recs"
3661,deep
3662,"Emma Thompson"
3663,"Parody of Art World"
3664,"Marquis de Sade"
3665,Passive-Agressive
3666,"r. crumb"
3667,"rise to power"
3668,"Awful Awards"
3669,"Mel Brooks movie"
3670,"Terry Jones"
3671,"Mark Hamill"
3672,"Sean Connery"
3673,"Roshan Seth"
3674,"Ralph Bellamy"
3675,"Iben Hjejle"
3676,"Lisa Eilbacher"
3677,"John Amos"
3678,"Rene Kirby"
3679,"Scott Caan"
3680,"Orlando Bloom"
3681,"Vincent Cassel"
3682,"Sacha Baron Cohen"
3683,"Kyle Gass"
3684,"Saffron Burrows"
3685,"Seth Rogen"
3686,"Judd Apatow movie"
3687,math
3688,buddy
3689,"Not on dvd"
3690,"nothing happens"
3691,"Kevin Kline"
3692,"Gwyneth Paltrow"
3693,"true love"
3694,"Matthew Perry"
3695,"Kirsten Dunst"
3696,"Cameron Diaz"
3697,"movie to see"
3698,"Hitchcock at his best"
3699,Owned
3700,"quirky but good"
3701,"comedy classic"
3702,"so so sequel"
3705,"fotografia demais!"
3706,"Classical music"
3707,nut
3708,glam
3709,"Wil Wheaton"
3710,"i know every word by heart"
3711,"One of the funniest movies ever."
3712,infantile
3713,"Mel Brooks at his worst"
3714,"Friday night fare"
3715,Pleasant
3716,"hard to rate"
3717,"hard to rate (personal)"
3718,"good but one sadistic scene"
3719,observant
3720,"saved by good editing"
3721,"show me"
3722,"Saturday Night Live"
3723,bowling
3724,"newspaper theme"
3725,"Oscar (Best Directing)"
3726,hockey
3727,bobsled
3728,Topiary
3729,opera
3730,rollerderby
3731,"horse racing"
3732,zydeco
3733,"my favorite movie"
3734,rotoscope
3735,"Charlie Hunnam"
3736,toplist07
3737,"smart humor"
3738,travolta
3740,Motivation
3741,"special powers"
3742,"death row"
3743,disease
3744,"cheating death"
3745,poverty
3746,south
3747,stranded
3748,"lewis carroll"
3749,"insane asylum"
3750,off-beat
3751,dustinhoffman
3752,killer
3753,mishaps
3754,surveillance
3755,stigmata
3756,"ugly woman"
3757,premonition
3758,"contact with dead"
3759,witness
3760,"fat woman"
3761,tomcruise
3762,retarded
3763,writer
3764,stranger
3765,serialkiller
3766,"michigan; hunting; deer; woods; southern comedy;"
3767,imposter
3768,"smart kid dumb adult"
3769,librarians
3770,"large family"
3771,lovecraft
3772,"British History"
3773,whodunnit
3774,"who done it"
3775,fable
3776,outhouse
3777,"king henry; henry II; england; royalty; pope;"
3778,losers
3779,matter-of-fact
3780,WWI
3781,cryogenics
3782,"boys; priest; orphans; omaha; nebraska"
3783,winnings
3784,wealth
3785,"wrongly convicted"
3786,"arms dealer"
3787,underdogs
3788,redneck
3789,apes
3790,"lost job"
3791,widower
3792,underdog
3793,"sexual abuse"
3794,"like madagascar"
3795,"remote control"
3796,"missionary; christian; inspiring"
3797,"haunted house"
3798,Snakes
3799,"good children movie"
3800,"modern fantasy"
3801,gruesome
3802,"employee; competition;"
3803,PARENTHOOD
3804,rodeo
3805,"singing slugs"
3806,sophomoric
3807,tourists
3808,"horrific violence"
3809,"ghetto; slums; teaching; holocaust; hope"
3810,"black comedy; amnesia;"
3811,"liberal messages"
3812,"cannibalism; uncomfortable; crime; serial killer;"
3813,food/cooking
3815,"rear window; voyeurism"
3816,"hit and run"
3817,"sequel; history; treasure; president"
3818,Tedious
3819,"death of a spouse"
3820,teleportation
3821,"messed up in a good way"
3822,cheap
3823,lgbt
3824,"Oliver Stone"
3825,absurd
3826,"modern life"
3827,ensemble
3828,"best movie ever made"
3829,"jack nicholson is great"
3830,"good sports movie"
3831,boooo
3832,"Dario Argento"
3833,uninspired
3834,"Ei muista"
3835,"good sci-fi flick"
3837,"Bad Whit Stillman"
3838,dude!
3839,"blair godzilla project"
3841,Vegas
3842,Portman
3843,"Anne Rice"
3844,O-Dog
3845,"GIVE ME BACK MY SON!"
3846,"boy band"
3847,Nicholson
3848,DeLorean
3849,"Costner sucks"
3850,scorsese
3851,"blooper reel"
3852,MTV
3853,DeNiro
3854,Sandler
3855,pornalicious
3856,hilarious!
3857,netwatch
3858,Taped
3859,Recorded
3860,"On Demand"
3861,"IN LIBRARY"
3862,jmq
3863,"sure thing"
3864,"top ten"
3865,delights
3866,breakthroughs
3867,"great performances"
3868,disappointments
3869,"Oh No This Film Doesn't Promote Murder & Suffering It Just Encourages It!"
3870,"Sidney Lumet"
3871,"good but not as good as garden state"
3872,"really enjoyable"
3873,"smart planning"
3874,"must must"
3875,childhood
3876,"what cinema is supposed to be"
3877,smart
3878,captivating
3879,"feelings about society"
3880,"great doc"
3881,tim
3882,"tim rocks"
3883,"hollywood bio"
3884,"kong looks pretty real"
3885,Lamer
3886,"I would rather suck exhaust than watch this POS again."
3887,"94 long minutes"
3889,"not children"
3890,"FUTURE DYSTOPIAS"
3891,"slow starter"
3892,stirring
3893,"realistic sci/fi"
3894,Excelente!
3896,"remade as Rich and Famous"
3897,Gibson
3899,"personality disorder"
3900,telecine
3902,"Kristin Scott Thomas"
3903,"Milos Forman"
3904,"Nastassja Kinski"
3905,"Way better than Dogma or Jersey Girl"
3906,"Val KIlmer is Great!!!!"
3907,weird.
3908,"Great. A lot of action."
3909,"not a war movie."
3911,"Cruise as alpha-male"
3912,"Strong Women"
3913,soft
3914,muscle
3915,actio
3916,Breathtaking
3917,"John McTiernan"
3918,"Sophie Monk"
3919,loneliness
3920,"Tyler Perry"
3921,"Fairly Bad"
3922,"i hate Matthew McConaughey"
3923,"let god's revenge be His"
3924,"not as good as the others"
3925,"best of the series so far"
3926,"sucked horribley"
3927,"kick ass"
3928,"beautifully written and acted"
3929,"well written and structured"
3930,"but Emmy Rossum is terrific"
3931,"a thoroughly implausible contrivance"
3932,"deadly dull with the frame partly responsible"
3933,"excellent great cast"
3934,"great movie excellent and worth while"
3935,"excellent old movie"
3936,"great old movie"
3937,"great cast excellent"
3938,"great actors"
3939,"the monster scared the shit out me when i was a kid"
3940,"profound and life changing"
3941,irsh
3942,flawed
3943,post-punk
3944,Almodovar
3945,"good grits"
3946,John
3947,"The Plimsouls"
3948,afi100
3949,cyberpunk
3950,"HAL 9000"
3951,snow
3952,repression
3953,"lots of blood"
3954,curious
3955,"best war film"
3956,"Classic Jack"
3957,"better than the book"
3958,long
3959,"Woody might have saved this by starring in it."
3960,"Would have been 4.5 if not for the schmaltzy tough-guy-in-front-of-fireworks moment."
3961,"saw it ten times"
3962,"brad pitt and tom cruise"
3963,"patricia arquette is amazing"
3964,"allen is brilliant"
3965,"need to buy"
3966,"great script"
3967,"too much religion"
3968,"brad and angelina"
3969,"jake gylenhaal"
3970,"better than original"
3971,"elegant love"
3972,"really graphic violence even though animated style"
3973,"winona ryder at her worst"
3974,"will there be another?"
3975,"interesting and unusual characters"
3976,running
3977,enlightening
3978,"typical julia roberts"
3979,"thought provoking"
3980,"drug trade"
3981,"place-based spam"
3982,"bad casting"
3984,"degrading to women"
3985,"totally unbelievable characters"
3986,important
3987,"better than I expected"
3988,"waste of time and money to see this"
3989,"copied concepts from Lost in Translation"
3990,"tokyo story"
3992,teenager
3993,"two strip technicolor"
3994,Criterion
3995,"steve buscemi"
3996,Prohibition
3997,"spike lee"
3998,"near death"
3999,"Mark Wahlberg"
4000,"no need to see"
4001,travel
4002,"josh brolin"
4003,"excellent script"
4004,bullying
4005,"USA film registry"
4006,"!George Clooney"
4007,patriotism
4008,election
4009,"asperger syndrome"
4010,hunting
4011,"extramarital affair"
4012,"cheesy ending"
4013,"real doll"
4014,voters
4015,"troy library"
4016,"on disc"
4017,"on request"
4018,"netflix instant"
4019,"filmed in west nashville"
4020,"Sexy ladies"
4021,Superbad
4022,puking
4023,Favorites
4024,formative
4025,useless
4026,"Jonathan Richman"
4027,"enjoyed despite myself"
4028,travesty
4029,misbegotten
4030,"dianne reaves"
4031,surpsing
4032,"Southern theme"
4033,religious
4034,fifties
4035,"perfect entertainment"
4036,"Quentin Tarantino (special guest director)"
4037,"Jack Nicholson"
4038,"need to see"
4039,"Isabella Rosselini"
4040,"Salma Hayek"
4041,"prison drama"
4042,"Nicole Kidman"
4043,Aaliyah
4044,"Joaquin Phoenix"
4045,"Sam Rockwell"
4046,"Kiefer Sutherland"
4047,"Charlize Theron"
4048,"Kate Beckinsale"
4049,"Frank Miller"
4050,"Disney almost making fun of itself"
4051,"John Carpenter"
4052,"drugs crime cops mexico spanish"
4053,al-jazeera
4054,"Car chase"
4055,"POS movie"
4056,"albert einstein"
4057,"Abel Ferrara"
4058,"Brian De Palma"
4059,"Ken Russell"
4060,SF
4061,definitive
4062,"love this movie"
4063,"the best movie ever!!!!!!!!"
4064,"comedy plot classic"
4065,"Brian DePalma"
4066,"Film Theory & Criticism"
4067,"Francis Ford Copolla"
4068,"Sam Peckinpah"
4069,"Alan Parker"
4070,"Don Siegel"
4071,"Stand Up"
4072,"Best of 2005"
4073,"Dennis Rodman"
4074,"new jersey"
4075,"loved Tom Hanks"
4076,"different but very good"
4077,"Peter Gabriel music"
4078,"'I Love You Anna!'"
4079,"classic romantic comedy"
4080,"Joss Whedon"
4081,"non-bloody thriller"
4082,"resorts to unnecessary graphical violence"
4083,kilts
4084,androids
4085,"rite of passage"
4086,ESP
4087,computers
4088,"full frontal nudity"
4089,"Oedipal Complex"
4090,"Greek myth"
4091,"Great drama"
4092,"Wakeup call"
4094,"Beautifull places. wonderfull story"
4095,"Hillarious comedy"
4096,"interesting concept"
4097,"excellent story"
4098,rococo
4099,semiotic
4100,well-made
4101,"quirky good"
4102,filme1
4103,"Get this"
4104,jonossa
4105,lataappa
4106,climatic
4107,"book better than movie"
4108,"chuck norris"
4109,tps
4110,tattoo
4111,castration
4112,iraq
4113,israel
4114,institutionalization
4115,"cinematographically examines issues in contemporary cultre"
4116,coming-of-age
4117,Futuristmovies.com
4118,"Russell Crowe"
4120,"good for a rainy sunday afternoon"
4121,"absolutely awsome! Great actor!"
4122,"changed my life"
4123,"great humor"
4124,"great actress"
4125,"decent to see once"
4126,"fun family movie"
4128,"just see it"
4129,"should've got more attention brilliant"
4130,enjoyable
4131,"good date movie"
4132,"good soundtrack"
4133,"crazy ending"
4134,"good effort from tom hanks"
4135,average
4136,"excellent - must see"
4137,"good war movie"
4138,"worst denzel movie ever"
4139,"poignant but boring"
4140,"best animated movie"
4141,"tried too hard"
4142,"pathetic effort"
4143,decent
4144,"surprisingly good"
4145,poignant
4146,"forest fair"
4147,"besutiful cinemotography"
4148,Veja
4149,"so bad it's funny"
4151,"Hercule Poirot"
4152,"author:Agatha Christie"
4153,ad
4154,"Patrick Stewart"
4155,"suburban dysfunction"
4156,"action groovy"
4157,"action turbo"
4158,"classic Carrey"
4159,"John Cleese"
4160,"Hal Hartly"
4161,painful
4162,"Christopher Walken"
4163,"Holocaust Poland"
4164,"latch key kids"
4165,"civil war women"
4166,"future art deco"
4167,"old age"
4168,archeology
4169,superheros
4170,"Thomas the Tank Engine"
4171,tolerance
4172,"union strike women"
4173,"nuclear power environmental issues"
4174,"ghosts reincarnation"
4175,"boxing women tenacity"
4176,"women japan world war w"
4177,"Great Story"
4178,"superb acting"
4179,"mimi rogers"
4180,mars
4181,ice
4182,rifles
4183,"to much of everything"
4184,baby
4185,"Stay out!"
4186,"jo list"
4187,cocaine
4188,"Comic bookie"
4189,2rate
4190,"Steve Oedekerk"
4191,"Mike Gabriel"
4192,"Brad Silberling"
4193,"Gene Roddenberry"
4194,"Tom Shadyac"
4195,"Peter Segal"
4196,"James Cameron"
4197,"Charlie Sheen"
4199,"Bill Paxton"
4200,"Mel Stuart"
4201,"Anthony Perkins"
4203,"Bernard Rose"
4204,"Stephen Herek"
4205,"Randal Kleiser"
4206,"Wes Craven"
4207,"Simon West"
4208,"Paul Verhoeven"
4210,"Richard Donner"
4211,"Joe Dante"
4212,"Joe Johnston"
4213,"Stephen Norrington"
